Name,Press release/Article,Posted by,Organism,Functions,Categories,Notes,Editor,Collection,Paper website,Paper,Technology category,Development stage,SDGs addressed,Keywords,Mimic level,"Biomimicry ""type""",Innovation Summary,Biomimicry Summary,University Address,Primary Author,Primary Author Email,Video,Photos,Paper 2,Supplemental material,Paper mentions biomimicry?,Patent,Patent number,Patent year,Patent mentions biomimicry?,Date/Time Created,Added by
This is Why Water Striders Make Terrible Lifeguards,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=E2unnSK7WTE&ab_channel=DeepLook,,,,,,,,,,
Why Is The Very Hungry Caterpillar So Dang Hungry?,,,Butterfly,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=el_lPd2oFV4&ab_channel=DeepLook,,,,,,,,,,
A Real Alien Invasion is Coming to a Palm Tree Near You,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=S6a3Q5DzeBM&ab_channel=DeepLook,,,,,,,,,,
These Fish Are All About Sex on the Beach,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=j5F3z1iP0Ic&ab_channel=DeepLook,,,,,,,,,,
Behind the Scenes with Deep Look: The Diva Collector Crabs,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=ErVTx-U90c0&ab_channel=DeepLook,,,,,,,,,,
Decorator Crabs Make High Fashion at Low Tide,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=OwQcv7TyX04&ab_channel=DeepLook,,,,,,,,,,
These Fighting Fruit Flies Are Superheroes of Brain Science,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=yvd3X1N0jUU&ab_channel=DeepLook,,,,,,,,,,
Everything You Never Wanted to Know About Snail Sex,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=UOcLaI44TXA&ab_channel=DeepLook,,,,,,,,,,
"For These Tiny Spiders, It's Sing or Get Served",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=y7qMqAgCqME&t=21s&ab_channel=DeepLook,,,,,,,,,,
Why Does Your Cat's Tongue Feel Like Sandpaper?,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=9h_QtLol75I&ab_channel=DeepLook,,,,,,,,,,
"If Your Hands Could Smell, You'd Be an Octopus",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=XXMxihOh8ps&ab_channel=DeepLook,,,,,,,,,,
The Double-Crossing Ants to Whom Friendship Means Nothing,,,Insect,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=fguo3HvWjb0&ab_channel=DeepLook,,,,,,,,,,
Watch These Frustrated Squirrels Go Nuts!,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=ZUjQtJGaSpk&ab_channel=DeepLook,,,,,,,,,,
"Can the Frog Apocalypse be Stopped by a New ""Vaccine""?",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=-IXVcyCZVBg&ab_channel=DeepLook,,,,,,,,,,
Sea Urchins Pull Themselves Inside Out to be Reborn,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=ak2xqH5h0YY&ab_channel=DeepLook,,,,,,,,,,
This Vibrating Bumblebee Unlocks a Flower's Hidden Treasure,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=SZrTndD1H10&ab_channel=DeepLook,,,,,,,,,,
These Carnivorous Worms Catch Bugs by Mimicking the Night Sky,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=vLb0iuTVzW0&ab_channel=DeepLook,,,,,,,,,,
These Lizards Have Been Playing Rock-Paper-Scissors for 15 Million Years,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=rafdHxBwIbQ&ab_channel=DeepLook,,,,,,,,,,
Winter is Coming For These Argentine Ant Invaders,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=boyzWeHdtiI&ab_channel=DeepLook,,,,,,,,,,
"Meet the Dust Mites, Tiny Roommates That Feast On Your Skin",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=ACrLMtPyRM0&t=67s&ab_channel=DeepLook,,,,,,,,,,
The Bombardier Beetle And Its Crazy Chemical Cannon,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=BWwgLS5tK80&ab_channel=DeepLook,,,,,,,,,,
This Mushroom Starts Killing You Before You Even Realize It,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=bl9aCH2QaQY&t=20s&ab_channel=DeepLook,,,,,,,,,,
The Ladybug Love-In: A Valentine's Special,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=c-Z6xRexbIU&ab_channel=DeepLook,,,,,,,,,,
These Crazy Cute Baby Turtles Want Their Lake Back,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=YTYFdpNpkMY&ab_channel=DeepLook,,,,,,,,,,
Newt Sex: Buff Males! Writhing Females! Cannibalism?,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=5m37QR_4XNY&ab_channel=DeepLook,,,,,,,,,,
The Sex Lives of Christmas Trees,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=xEji9I4Tcjo&ab_channel=DeepLook,,,,,,,,,,
Nature's Scuba Divers: How Beetles Breathe Underwater,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=T-RtG5Z-9jQ&ab_channel=DeepLook,,,,,,,,,,
From Drifter to Dynamo: The Story of Plankton,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=jUvJ5ANH86I&ab_channel=DeepLook,,,,,,,,,,
Watch Flesh-Eating Beetles Strip Bodies to the Bone,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=Np0hJGKrIWg&ab_channel=DeepLook,,,,,,,,,,
You're Not Hallucinating. That's Just Squid Skin,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=0wtLrlIKvJE&t=4s&ab_channel=DeepLook,,,,,,,,,,
What Happens When You Zap Coral With The World's Most Powerful X-ray Laser,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=aXmCU6IYnsA&ab_channel=DeepLook,,,,,,,,,,
What Happens When You Put a Hummingbird in a Wind Tunnel?,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=JyqY64ovjfY&ab_channel=DeepLook,,,,,,,,,,
"In the Race for Life, Which Human Embryos Make It?",,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=9mv_kuwQvoc&ab_channel=DeepLook,,,,,,,,,,
The Fantastic Fur of Sea Otters,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=Zxqg_um1TXI&ab_channel=DeepLook,,,,,,,,,,
The Hidden Perils of Permafrost,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=wxABO84gol8&ab_channel=DeepLook,,,,,,,,,,
What Gall! The Crazy Cribs of Parasitic Wasps,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=lOgP5NzcTuA&ab_channel=DeepLook,,,,,,,,,,
Cuckoo nesting strategy optimizes search,https://www.newswise.com/doescience/?article_id=744602&returnurl=aHR0cHM6Ly93d3cubmV3c3dpc2UuY29tL2FydGljbGVzL2xpc3Q=&sc=sphr&xy=10017257,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snakes protect themselves against neurotoxic venom by changing charge of targeted molecules,https://www.newswise.com/articles/snakes-evolve-a-magnetic-way-to-be-resistant-to-venom?sc=swhn,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovebirds flap wings to orient in wind,https://www.cambridge.org/core/blog/2020/11/05/watch-how-do-birds-fly-in-strong-winds/,Mary Hoff,,,,,,,,,,,,,,,,,,,,https://www.cambridge.org/core/blog/2020/11/05/watch-how-do-birds-fly-in-strong-winds/,,,,,,,,,,
Snakes evolve a magnetic way to be resistant to venom,https://www.sciencedaily.com/releases/2021/01/210115091359.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glass frogs living near roaring waterfalls wave hello to attract mates,https://www.sciencedaily.com/releases/2021/01/210115155338.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientists identify nutrient that helps prevent bacterial infection,https://www.sciencedaily.com/releases/2021/01/210115135300.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organisms use flow-induced pressures,https://www.jstor.org/stable/27854960,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky. Stretchy. Waterproof. The Amazing Underwater Tape of the Caddisfly.,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=Z3BHrzDHoYo&ab_channel=DeepLook,,,,,,,,,,
These Ressurection Plants Spring Back to Life in Seconds,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=eoFGKlZMo2g&ab_channel=DeepLook,,,,,,,,,,
Butterfly wing clap explains mystery of flight,https://www.sciencedaily.com/releases/2021/01/210121132059.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles reveal how to hide the body,https://www.sciencedaily.com/releases/2021/01/210121132014.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetle alters odor to thwart competitors,https://theconversation.com/beetle-parents-manipulate-information-broadcast-from-bacteria-in-a-rotting-corpse-151447?utm_medium=email&utm_campaign=Daily%20Newsletter%201262021&utm_content=Daily%20Newsletter%201262021+CID_f3d02c307f608e581dd5af65f99e23c9&utm_source=campaign_monitor_us&utm_term=Beetle%20parents%20manipulate%20information%20broadcast%20from%20bacteria%20in%20a%20rotting%20corpse,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roots hunt for nutrients,https://science.sciencemag.org/content/371/6528/478.1/tab-pdf,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea cucumbers use polymers to change stiffness,https://pubs.acs.org/doi/pdf/10.1021/acs.chemrev.7b00168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea cucumbers use polymers to change stiffness,https://pubs.acs.org/doi/pdf/10.1021/acs.chemrev.7b00168,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fish produce antifreeze (inspiration for better road salt),https://theconversation.com/to-make-less-harmful-road-salts-were-studying-natural-antifreezes-produced-by-fish-153087,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gut microbes in plant-eating ants help build tougher armor,https://news.cornell.edu/stories/2021/01/gut-microbes-plant-eating-ants-help-build-tougher-armor,lex.amore,ants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venus flytraps found to produce magnetic fields,https://www.sciencedaily.com/releases/2021/02/210202113815.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bird wing color saves flight energy,https://arc.aiaa.org/doi/abs/10.2514/6.2021-0848,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake uses lasso approach to climb trees,https://www.smithsonianmag.com/science-nature/invasive-brown-tree-snakes-stun-scientists-amazing-new-climbing-tactic-180976728/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bone arches aid biting,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0221287,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richness of plant species reduces the number of viral infections in meadows,https://www.sciencedaily.com/releases/2021/02/210208100531.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cells are collective thinkers,https://www.sciencedaily.com/releases/2021/02/210208114240.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonflies perform upside down backflips to right themselves,https://www.sciencedaily.com/releases/2021/02/210209204139.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hair surfaces enhance insulation value,https://www.emerald.com/insight/content/doi/10.1108/RJTA-16-03-2012-B009/full/html,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollow hair insulates,https://septentrio.uit.no/index.php/rangifer/article/view/659,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemurs show there's no single formula for lasting love,https://www.sciencedaily.com/releases/2021/02/210212094110.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birds can 'read' the Earth's magnetic signature well enough to get back on course,https://www.sciencedaily.com/releases/2021/02/210212111917.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Higher elevation birds sport thicker down,https://www.sciencedaily.com/releases/2021/02/210215092430.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invasive flies prefer untouched territory when laying eggs,https://www.sciencedaily.com/releases/2021/02/210215092424.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tropical paper wasps babysit for neighbors,https://www.sciencedaily.com/releases/2021/02/210215131224.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snakes' heat-sensing organ,https://www.scientificamerican.com/article/snakes-flexible-heat-sensing-organs-explained/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fungus mimics flower,https://www.scientificamerican.com/article/this-flower-is-really-a-fungus-in-disguise/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone snail venom shows potential for treating severe malaria,https://www.sciencedaily.com/releases/2021/02/210218094534.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How a single cell slime mold makes smart decisions without a central nervous system,https://www.sciencedaily.com/releases/2021/02/210223121643.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whale sharks show remarkable capacity to recover from injuries, including partial fin re-growing",https://www.sciencedaily.com/releases/2021/02/210223110500.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How single celled algae rotate as they swim towards the light,https://www.sciencedaily.com/releases/2021/02/210224120355.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How sea stars stay attached to surfaces under extreme hydrodynamic loads,https://www.sciencedaily.com/releases/2021/02/210226103816.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ecosystems allocate production, consumption & decomposition",https://www.pv-magazine.com/2021/02/09/novel-algorithm-for-integrating-solar-wind-hydrogen/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unveiling the weaving fractal network of connecting neurons,https://www.sciencedaily.com/releases/2021/03/210302150116.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New study gives the most detailed look yet at the neuroscience of placebo effects,https://www.sciencedaily.com/releases/2021/03/210302075417.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick-learning cuttlefish pass 'the marshmallow test',https://www.sciencedaily.com/releases/2021/03/210302212001.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animals fake death for long periods to escape predators,https://www.sciencedaily.com/releases/2021/03/210302212004.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung Mediated Auditory Contrast Enhancement Improves the Signal-to-Noise Ratio for Communication in Frogs,https://www.sciencedirect.com/science/article/pii/S0960982221001135,lex.amore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This frog has lungs that act like noise-canceling headphones,https://www.sciencedaily.com/releases/2021/03/210304145430.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake's zig-zag pattern blurs vision,https://massivesci.com/articles/snakes-predation-camouflage-evolution/?utm_source=drip&utm_medium=email&utm_campaign=Clever+creatures+%28Weekend+Reads+08-07-20%29&utm_content=Strange+and+clever+animals,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These sea slugs sever their own heads and regenerate brand-new bodies,https://www.sciencedaily.com/releases/2021/03/210308111922.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squids: Sophisticated skin,https://www.sciencedaily.com/releases/2021/03/210308131728.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A little squid and its glowing bacteria yield new clues to symbiotic relationships,https://www.sciencedaily.com/releases/2021/03/210309153830.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Birds learn to avoid flashy, hard-to-catch butterflies and their lookalikes",https://www.sciencedaily.com/releases/2021/03/210311185936.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree buttressing evens out stress,https://www.witpress.com/Secure/elibrary/papers/DN06/DN06002FU1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shark Blood (ask Lonny Lippsett),,Lonny Lippsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How dragonfly larvae seize their prey,https://techxplore.com/news/2021-01-bio-inspired-robotics-dragonflies.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://advance.science.sfu.ca/publications/browserecord.php?-action=browse&-recid=22108,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How geckos orient their toes with shifting weight, especially when encountering slippery or rough patches",https://www.sciencedaily.com/releases/2020/05/200508145321.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to run on rough terrain,https://news.yale.edu/2019/03/13/how-run-rough-terrain-guide-humans-and-robots?utm_source=YNemail&utm_medium=email&utm_campaign=yn-03-14-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathematics of sea slug movement,https://www.sciencedaily.com/releases/2019/03/190307161919.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonfly prey capture,https://techxplore.com/news/2021-01-bio-inspired-robotics-dragonflies.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common plants and pollinators act as anchors for ecosystems,https://www.sciencedaily.com/releases/2021/04/210419084256.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"'Undruggable' cancer protein becomes druggable, thanks to shrub",https://www.sciencedaily.com/releases/2021/04/210420160909.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Snail’s Teeth Are The Strongest Biological Material,https://www.popsci.com/snails-teeth-have-just-dethroned-spiders-silk-strongest-biological-material/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How pelicans fly above the ocean waves,https://jacobsschool.ucsd.edu/news/release/3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharks use Earth's magnetic fields to guide them like a map,https://www.sciencedaily.com/releases/2021/05/210506142036.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evolutionary biologists discover mechanism that enables lizards to breathe underwater,https://www.sciencedaily.com/releases/2021/05/210513124011.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birds make eggshells with remarkable properties,https://www.sciencedirect.com/science/article/abs/pii/S1742706114001317,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bamboo makes a stiff, strong material",https://royalsocietypublishing.org/doi/full/10.1098/rsif.2014.0321,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wren Duets Mute Partner's Brain,https://phys.org/news/2021-05-duetting-songbirds-mute-musical-mind.html,,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,
Mammals can use their intestines to breathe,https://www.sciencedaily.com/releases/2021/05/210514134205.htm,Lonny Lippsett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Partners in crime: Agricultural pest that relies on bacteria to overcome plant defenses,https://www.sciencedaily.com/releases/2021/05/210527155402.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discovery of ray sperms' unique swimming motion,https://www.sciencedaily.com/releases/2021/06/210610135548.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deer reverse osteoporosis,https://pubmed.ncbi.nlm.nih.gov/31446115/,Mary Hoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The humidity of flowers acts as an invisible attractor for bumblebees,https://www.sciencedaily.com/releases/2021/06/210622123215.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Studies in brainless slime molds reveal that they use physical cues to decide where to grow,https://wyss.harvard.edu/news/thinking-without-a-brain/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluid flow through a deep-sea sponge could inspire engineering designs,https://www.nature.com/articles/d41586-021-01891-2,Beth Rattner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How the lateral line helps a fish to orient itself and avoid obstacles based on differing flow rates on either side of its body ,https://www.nature.com/articles/nature23096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydraulic fin control aids maneuverability in tuna,https://www.futurity.org/tuna-fins-hydraulic-system-1494482/,Andrew Howley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
